practice_code,practice_name
P88005,FAMILY SURGERY
P88006,MARPLE COTTAGE SURGERY
P88007,CHEADLE HULME MEDICAL GROUP
P88008,HEATON MERSEY MED.PRACT.
P88009,WOODLEY VILLAGE SURGERY
P88011,HEATON NORRIS MEDICAL PRACTICE
P88012,BEECH HOUSE MEDICAL PRACT
P88013,CARITAS GENERAL PRACTICE PARTNERSHIP
P88014,ADSHALL ROAD MEDICAL PRAC
P88015,BRAMHALL HEALTH CENTRE
P88016,BRAMHALL & SHAW HEATH MEDICAL GROUP
P88017,CHADSFIELD MEDICAL PRACTICE
P88018,PARK VIEW GROUP PRACTICE
P88019,ALVANLEY FAMILY PRACTICE
P88020,CHEADLE MEDICAL PRACTICE
P88021,MARPLE MEDICAL PRACTICE
P88023,HEALD GREEN HEALTH CENTRE 2
P88024,GATLEY MEDICAL CENTRE
P88025,HULME HALL MEDICAL GROUP
P88026,HEATON MOOR MEDICAL GROUP
P88031,BRACONDALE MEDICAL CENTRE
P88041,THE VILLAGE SURGERY
P88042,FINNEY LANE SURGERY
P88043,BRINNINGTON SURGERY
P88044,BREDBURY MEDICAL CENTRE
P88606,SPRINGFIELD SURGERY
P88615,VERNON PARK SURGERY
P88623,HIGH LANE MEDICAL CENTRE
P88625,ARCHWOOD MEDICAL PRACTICE
P88632,STOCKPORT MEDICAL GROUP
P89002,THE BROOKE SURGERY
P89003,ALBION MEDICAL PRACTICE
P89004,AWBURN HOUSE MEDICAL PRACTICE
P89005,LOCKSIDE MEDICAL CENTRE
P89006,PENNINE MEDICAL CENTRE
P89007,STAVELEIGH MEDICAL CENTRE
P89008,ASHTON MEDICAL GROUP
P89010,MEDLOCK VALE MEDICAL PRACTICE
P89011,GORDON STREET MEDICAL CENTRE
P89012,CLARENDON MEDICAL CENTRE
P89013,HATTERSLEY GROUP PRACTICE
P89014,HAUGHTON THORNLEY MEDICAL CENTRES
P89015,MILLGATE HEALTHCARE PARTNERSHIP
P89016,DONNEYBROOK MEDICAL CENTRE
P89018,DENTON MEDICAL PRACTICE
P89020,HT PRACTICE
P89021,DUKINFIELD MEDICAL PRACTICE
P89022,KING STREET MEDICAL CENTRE
P89023,ST.ANDREW'S HOUSE SURGERY
P89025,TOWN HALL SURGERY
P89026,GROSVENOR MEDICAL CENTRE
P89029,MARKET STREET MEDICAL PRACTICE
P89030,WEST END MEDICAL CENTRE
P89602,THE SMITHY SURGERY
P89609,STAMFORD HOUSE
P89612,MOSSLEY MEDICAL PRACTICE
P89613,WATERLOO MEDICAL CENTRE
P89618,PIKE MEDICAL PRACTICE
P91003,PARK MEDICAL PRACTICE
P91004,ALTRINCHAM MEDICAL PRACTICE
P91006,URMSTON GROUP PRACTICE
P91007,TIMPERLEY HEALTH CENTRE (WESTWOOD)
P91008,SHAY LANE MEDICAL CENTRE (KELMAN)
P91009,DAVYHULME MEDICAL CENTRE
P91011,SHAY LANE MEDICAL CENTRE (PATEL)
P91012,PRIMROSE SURGERY
P91013,BOUNDARY HOUSE MEDICAL CENTRE
P91014,WASHWAY ROAD MEDICAL CENTRE
P91016,WEST TIMPERLEY MEDICAL CENTRE
P91017,BODMIN ROAD HEALTH CENTRE
P91018,DELAMERE MEDICAL PRACTICE
P91019,PARTINGTON CENTRAL SURGERY
P91020,LIMELIGHT HEALTH AND WELLBEING HUB
P91021,FIRSWAY HEALTH CENTRE
P91026,PARTINGTON FAMILY PRACTICE
P91029,FLIXTON ROAD MEDICAL CENTRE
P91035,CONWAY ROAD MEDICAL PRACTICE
P91603,BARRINGTON MEDICAL CENTRE
P91604,ST JOHNS MEDICAL CENTRE
P91617,FAMILY SURGERY
P91623,VILLAGE SURGERY
P91627,LOSTOCK MEDICAL CENTRE
P91629,NORTH TRAFFORD GROUP PRACTICE
P91631,RIDDINGS FAMILY HEALTH CENTRE
P92001,MEDICENTRE
P92002,BRAITHWAITE RD SURGERY
P92003,THE DICCONSON GROUP PRACTICE
P92004,DR TUN & PARTNERS
P92005,ZAMAN
P92006,DR AHMAD & PTNRS
P92007,OLD HENRY STREET MED CTR
P92008,BRADSHAW MEDICAL CENTRE
P92010,BEECH HILL MEDICAL PRACTICE
P92011,SULLIVAN WAY SURGERY
P92012,HIGH STREET SURGERY
P92014,STANDISH MEDICAL PRACTICE
P92015,ASPULL SURGERY
P92016,PENNYGATE MEDICAL CENTRE
P92017,SHEVINGTON SURGERY
P92019,PEMBERTON SURGERY
P92020,SIVAKUMAR & PARTNER
P92021,NEWTOWN MEDICAL PRACTICE
P92023,BROOKMILL MEDICAL CENTRE
P92024,KUMAR FAMILY PRACTICE
P92026,LONGSHOOT MEDICAL PRACTICE
P92028,ELLIOTT STREET SURGERY
P92029,WESTLEIGH MEDICAL PRACTICE
P92030,DR SEABROOK
P92031,PLATT HOUSE SURGERY
P92033,"THE SURGERY, TYLDESLEY"
P92034,BRYN CROSS SURGERY
P92038,SAXENA L
P92041,SSP HEALTH LIMITED ASHTON MEDICAL CENTRE
P92042,DR KK CHAN & PARTNERS
P92602,FOXLEIGH FAMILY SURGERY
P92605,BOOTHSTOWN MEDICAL CENTRE
P92607,GRASMERE SURGERY
P92615,THE AVENUE SURGERY
P92620,INCE SURGERY
P92621,PREMIER HEALTH TEAM
P92626,MEADOWVIEW SURGERY
P92630,GOLBORNE SURGERY
P92633,BEE FOLD MEDICAL CENTRE
P92634,MESNES VIEW SURGERY
P92635,DR VASANTH
P92637,ASTLEY GENERAL PRACTICE
P92639,SHAHBAZI SS
P92642,MARUS BRIDGE PRACTICE
P92646,DR VARDHAN'S SURGERY
P92647,SOUTH WIGAN MEDICAL PRACTICE
P92648,SLAG LANE MC
P92651,LOWTON & PLATT BRIDGE SURGERY
Y00020,THE GRANTHAM PRACTICE
Y00023,CHCP - URGENT CARE OOH
Y00026,THE OM SURGERY
Y00033,PURFLEET CARE CENTRE
Y00035,ALICE HOUSE HOSPICE
Y00042,HOSPICE OF ST FRANCIS
Y00048,INTERMEDIATE CARE
Y00049,CORNWALL HEALTH FOR HOMELESS
Y00050,LILFORD & PENNINGTON PARK SURGERY
Y00054,THE HOMELESS HEALTHCARE TEAM
Y00056,CAMBRIDGE ACCESS SURGERY
Y00057,ANGEL SURGERY
Y00060,THE ANCHOR CENTRE
Y00065,NEMS OOH
Y00078,WINSHILL
Y00080,HARBOUR MEDICAL PRACTICE
Y00081,LOCALA KIRKLEES SAS
Y00082,(FRACTURE CLINIC) NORTH OOH
Y00090,THE DOCTORS HOUSE
Y00100,BRADFORD DERMATOLOGY SERVICE
Y00108,NOTTINGHAM NHS URGENT CARE CENTRE
Y00137,WILLOWS HEALTH
Y00140,TORCROSS MEDICAL CENTRE
Y00142,DARLINGTON PALLIATIVE CARE
Y00155,GROVE SURGERY
Y00159,HALL GREEN HEALTH
Y00175,SOHO WALK IN CENTRE (WIC)
Y00182,RAINBOW HEALTH CENTRE
Y00184,DILSTON MEDICAL CENTRE
Y00185,CATHEDRAL MEDICAL CENTRE
Y00186,3D MEDICAL CENTRE
Y00200,PORTOBELLO MEDICAL CENTRE
Y00203,SALFORD PRIMARY CARE TOGETHER EPIC OOH
Y00206,BURNLEY PRACTICE
Y00209,ABOUT HEALTH LTD
Y00219,INTERMEDIATE CARE
Y00226,ENDOSCOPY - WESTCLIFFE HI
Y00228,AMBAR MEDICAL CENTRE
Y00252,DR SJC CLAY'S PRACTICE
Y00259,MEDICAL RESPONSE TEAM OOH
Y00264,HEALTH INCLUSION TEAM
Y00265,CHAPEL MEDICAL CENTRE
Y00278,DARLASTON HEALTH CENTRE
Y00286,THE RAVENSCAR SURGERY
Y00293,HEDINGHAM MEDICAL CENTRE
Y00297,THE HOLLIES SURGERY
Y00301,URGENT CARE CTR (FCMS) OOH
Y00312,"THE ROBINS SURGERY, HAROLD HILL HEALTH C"
Y00316,WOODLANDS MEDICAL PRACTICE
Y00327,WESTERN CHESHIRE GP SERVICE OOH
Y00344,LEICESTER CITY ASSIST PRACTICE
Y00347,DR JACOBS SURGERY
Y00351,LANGLEY CORNER SURGERY
Y00352,HESA MEDICAL CENTRE - Y00352
Y00361,SHEFFIELD SPECIAL ALLOCATION SCHEME GP
Y00390,INTEGRATED CARE 24 LIMITED OOH
Y00399,DR PASQUALI
Y00403,TROWBRIDGE PRACTICE
Y00408,THE NEW SERVICE OOH
Y00411,DEARNE VALLEY GROUP PRACTICE
Y00412,SOHO HEALTH CENTRE
Y00415,HUC HERTS VALLEY
Y00433,CUMBRIA HEALTH
Y00434,EASTERN CHESHIRE OOH SERVICE
Y00437,THE ORCHARD SURGERY
Y00442,ST GEMMA'S HOSPICE
Y00445,SALFORD PRIMARY CARE TOGETHER
Y00446,MAGHULL PRACTICE
Y00459,COMMUNITY CARE (SW)
Y00469,DR SIMS AND PARTNERS
Y00471,BROADWAY HEALTH CENTRE
Y00475,GARSWOOD SURGERY
Y00481,NOTTINGHAM HOMELESS TEAM
Y00483,NELPCT OUT OF HOURS SERVICE
Y00486,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE
Y00492,SUMMERFIELD GROUP PRACTICE
Y00502,IC24 LTD (NORFOLK & WISBECH OOH)
Y00505,ST OSWALDS PALLIATIVE CARE
Y00507,ST.QUINTIN HEALTH CENTRE
Y00528,BRIDLINGTON URGENT TREATMENT CENTRE
Y00533,TUDOR COURT
Y00539,GOOLE OOH
Y00540,BEVERLEY URGENT CARE CENTRE OOH
Y00550,TEDDINGTON WALK IN CENTRE
Y00552,MINOR TREATMENT CLINIC
Y00560,WOOTTON VALE AND SHORTSTOWN SURGERY
Y00568,FOXHAYES PRACTICE
Y00570,GP LED DERMATOLOGY SERVICE
Y00587,DR HANTSDOC N OOH
Y00597,MASTERCALL OOH
Y00599,HASTINGS AND ROTHER OOH
Y00605,OUT OF HOURS CENTRE
Y00612,GREEN CEDARS MEDICAL CENTRE
Y00617,FRIMLEY PRIMARY CARE OOH
Y00623,WESTCALL OOH
Y00626,CORNWALL 111 OOH
Y00629,TRUST PRIMARY CARE DERMATOLOGY
Y00640,WOKING HOSPICE
Y00650,UNIV HOSP NORTH DURHAM OOH
Y00656,NDUC NEWCASTLE GATESHEAD OOH
Y00658,FIRST CONTACT & PC PATH
Y00661,NDUC NORTHUMBERLAND OOH
Y00672,SELDOC HEALTHCARE
Y00673,GPSI DERMATOLOGY SERVICE BUCKDEN HUNTS
Y00674,GPSI ENT SERVICE ROMAN GATE HUNTS
Y00675,LEIGH URGENT TREATMENT CENTRE
Y00688,URGENT CARE CENTRES PETERLEE AND SEAHAM
Y00694,BADGER OUT OF HOURS SERVICE
Y00701,NORTH LINCOLNSHIRE OOH
Y00705,WARWICKSHIRE GP OOH
Y00726,THE HIVE HEALTH CENTRE
Y00747,INTERGRATED COMMUNITY PAEDIATRIC SERVICE
Y00751,EAST BERKS PRIMARY CARE OOH(WAM)
Y00752,STAMFORD OOH
Y00754,HARROGATE OOH
Y00758,DR JO ARAYOMI'S PRACTICE
Y00762,DERMATOLOGY GPSI
Y00768,TELFORD OOH
Y00774,BRANDON MEDICAL PRACTICE
Y00776,BSW IUC OOH
Y00783,NORTHALLERTON OOH
Y00804,DERMATOLOGY MOULSHAM
Y00807,FINCHLEY WIC
Y00808,EDGWARE WIC
Y00814,BASSETLAW OOH URGENT CARE SERVICE
Y00824,URGENT CARE CENTRE BISHOP AUCKLAND
Y00860,IC24 SOUTHEND/CP&R CCG OOH
Y00862,CBS OOH
Y00868,INTERMEDIATE CARE
Y00902,THE WESTBOURNE GREEN SURGERY
Y00904,ST HELENS ROTA OOH
Y00911,SHROPDOC OUT OF HOURS
Y00918,GRANVILLE MEDICAL CENTRE
Y00969,RAME GROUP PRACTICE
Y00972,WEST LANCS GP SERVICES OOH
Y00988,GP OUT OF HOURS SERVICE
Y00992,CHILD AND FAMILY SERVICES
Y00993,COMMUNITY NURSE SERVICE
Y00996,MERIDIAN PRACTICE
Y00999,ODDFELLOWS HALL & ST CLEMENTS
Y01003,BURY OOH
Y01008,BAY MEDICAL GROUP
Y01011,BARLBY SURGERY
Y01013,COMMUNITY DERMATOLOGY SERVICE
Y01050,ROSMELLYN SURGERY
Y01051,MORRAB SURGERY
Y01054,COMMUNITY DERMATOLOGY SOUTHWARK SERVICE
Y01057,HOMELESS HEALTH EXCHANGE
Y01061,HUC E & N HERTS OOH
Y01063,ACUTE GP REFERRAL SERVICE
Y01066,HANLEY PRIMARY CARE CENTRE
Y01067,DAWN CLINIC
Y01068,AMAANAH MEDICAL PRACTICE
Y01069,DR LOCAL CARE DIRECT OOH
Y01075,DORKING HEALTHCARE LLP
Y01083,GTD HEALTHCARE GP SERVICE OOH
Y01086,IC24 LTD (BRIGHTON & HOVE OOH)
Y01090,SMS MEDICAL PRACTICE
Y01106,GAINSBOROUGH UTC
Y01108,FAIRFIELD SURGERY
Y01112,DERMATOLOGY HEALTH SERVICE AT WOLVES
Y01118,ECCLESHILL VILLAGE SURGERY
Y01126,DR LOCAL CARE DIRECT OOH
Y01127,NEETSIDE SURGERY
Y01129,KNOWSLEY COPD SERVICE
Y01132,CHARTFIELD SURGERY
Y01133,OURNET HEALTH SERVICES
Y01138,GPSI PALLIATIVE CARE
Y01141,LEEDS COMMUNITY GERIATRICIAN SERVICE
Y01142,RAM PATEL (DERMATOLOGY)
Y01163,WEST COKER SURGERY
Y01173,GP COLLABORATIVE OOH
Y01176,NORTH BIRMINGHAM UTC
Y01195,NORTHUMBERLAND CHILD HEALTH CENTRE
Y01206,GLEBE ROAD SURGERY
Y01209,CONSULTANT DERMATOLOGIST(SUNDERLAND)
Y01221,SOMERSET FHP O
Y01233,ENT CROUCH VALE
Y01243,ST BARTHOLOMEW'S COURT NURSING HOME
Y01253,"SLOUGH TREATMENT, ADVICE & RECOVERY TEAM"
Y01262,PALLION PRIMARY CARE SERVICES
Y01280,SHIFA MEDICAL PRACTICE
Y01281,THE VILLAGE SURGERY
Y01291,CHINGFORD MEDICAL PRACTICE
Y01297,BEACON HOUSE MINISTRIES
Y01298,EPSOM DAY SURGERY UNIT
Y01303,TENDRING MIU OOH
Y01307,DERMATOLOGY CLINIC CECS
Y01636,WILLOWBURN HOSPICE
Y01652,THE NEW SPRINGWELLS PRACTICE
Y01655,THE VALE PRACTICE
Y01660,PRACTICE PLUS GROUP OOH
Y01666,DERMATOLOGY SERVICE
Y01676,URGENT CARE 24 ASYLUM
Y01690,SCHOOL LANE PMS PRACTICE
Y01695,MP VICTORIA MILL
Y01712,EMERGENCY PALLIATIVE CARE OOH
Y01717,FARMBOROUGH COURT
Y01719,PRIME PRACTICE PARTNERSHIP
Y01724,DERMATOLOGY TIER TWO SERVICE
Y01732,WALLSALL CENTRE FOR SEXUAL HEALTH
Y01746,E & N BIRMINGHAM PCT'S OOH SERVICE
Y01756,STOURSIDE MEDICAL PRACTICE
Y01794,RAVENSWOOD MEDICAL PRACTICE
Y01795,THE OVAL PRACTICE
Y01810,PALLIATIVE CARE (RH)
Y01812,HEARTWOOD MEDICAL PRACTICE
Y01815,IC24 MID ESSEX OOH
Y01839,SINNOTT MEDICAL CENTRE
Y01841,PRIMARY CARE DRUGS SERVICE
Y01845,BSW SAS CLINIC
Y01866,BADGER GROUP OOH
Y01882,DR LOCAL CARE DIRECT OOH
Y01897,DHU HEALTH CARE CIC OOH
Y01915,ACTIVE RECOVERY (CICS)
Y01922,STENNACK SURGERY
Y01924,GARDENS AND JACOBS MEDICAL PARTNERSHIP
Y01929,TELDOC
Y01948,OPEN DOOR
Y01950,CHARLTON FARM HOSPICE
Y01952,DR LOCAL CARE DIRECT OOH
Y01953,ANGEL LODGE
Y01956,HAVEN COURT
Y01957,ADDICTIONS SERVICE
Y01960,ACCRINGTON MINOR INJURIES UNIT
Y01964,BERRYCROFT COMMUNITY HEALTH CENTRE
Y01966,CATS - VERULAM GYNAECOLOGY
Y01968,MAYFLOWER HEALTHCARE ALLIANCE
Y01994,DERBY URGENT TREATMENT CENTRE
Y02002,ONE MEDICARE LLP-THE LIGHT
Y02018,GTD HEALTHCARE GP SERVICE OOH
Y02029,DERMATOLOGY SERVICES E&N
Y02041,LEEDS SEXUAL HEALTH SERVICE
Y02045,VERNOVA HEALTHCARE CIC
Y02064,URGENT CARE CENTRE DARLINGTON OOH
Y02068,EAST LANCS MEDICAL SERVICE OOH
Y02077,LEICS & RUTLAND OOH SERVICE
Y02081,PRACTICE PLUS GROUP OOH
Y02082,INTEGRATED CARE 24 LTD (GYW OOH)
Y02117,ST ANN'S ROAD SURGERY
Y02147,URGENT CARE CENTRE (QMS)
Y02151,NHS BWD SUBSTANCE MISUSE SERVICE
Y02177,THE PRACTICE NORTHUMBERLAND AVENUE
Y02194,YOUNG EPILEPSY
Y02203,DURHAM DALES EAST DERMATOLOGY
Y02204,LIVERPOOL & KNOWSLEY NHS OOH
Y02208,DURNFORD DERMATOLOGY CATS
Y02209,CARE UK OPHTHALMOLOGY CATS
Y02211,WBL INTERMEDIATE CARE UNIT
Y02212,DUDLEY WOOD SURGERY
Y02223,IV THERAPY TEAM
Y02266,NEW HAYESBANK EYE CLINIC
Y02274,RIVINGTON WAY SURGERY
Y02286,WIDNES WALK IN CENTRE
Y02307,HMP BRISTOL
Y02319,BOLTON GENERAL PRACTICE
Y02321,POPLAR STREET SURGERY
Y02322,LEIGH FAMILY PRACTICE
Y02325,CHARLESTOWN MD
Y02332,KINGSWAY & BRAMINGHAM SURGERY
Y02333,LEEDS SPECIALIST CHILDREN'S SERVICE
Y02342,FEATHERSTONE ROAD HEALTH CENTRE
Y02352,WEARDALE COMMUNITY HOSPITAL
Y02354,SANDY LANE SURGERY
Y02364,COBHAM DAY SURGERY UNIT
Y02377,PRACTICE PLUS GROUP HOSPITAL
Y02378,BRYN STREET SURGERY
Y02387,TORBAY NMP SPECIALIST
Y02389,HUC - SOMERSET IUC OOH
Y02403,PERRY TREE CENTRE
Y02407,OLD AGE PSYCH - WOODLOES HSE
Y02408,REPRODUCTIVE AND SEXUAL HEALTH SERVICES
Y02420,CHILDREN'S HOSPICE SOUTH WEST
Y02423,GRAFTON MEDICAL PARTNERS
Y02428,PUTNOE WALK IN CENTRE
Y02463,THE TOWN CENTRE PRACTICE
Y02466,BUCKSHAW VILLAGE HEALTH CENTRE
Y02469,HERON GP PRACTICE
Y02470,LEICESTER CITY HEALTHCARE HUBS OOH
Y02476,BROAD STREET HEALTH CENTRE
Y02489,PRIMARY INTEGRATED COMMUNITY SERVICES
Y02490,THREE VALLEY HEALTHCARE
Y02494,SHAKESPEARE MEDICAL PRACTICE
Y02495,URGENT TREATMENT CENTRE
Y02509,LCD WAKEFIELD WIC
Y02510,MARSHALLS CROSS MEDICAL CENTRE
Y02514,LITHERLAND PRIMARY CARE WALK-IN SERVICE
Y02517,NEWQUAY HEALTH CENTRE
Y02519,GLOUCESTER HEALTH ACCESS CENTRE
Y02520,SIMPSON MEDICAL PRACTICE
Y02521,WILLOW BANK SURGERY
Y02523,PELC EUCC OOH
Y02526,PHL SAS SERVICE
Y02528,COMMUNITY ENT SERVICE
Y02532,MIRIAM MINOR EMERGENCY
Y02565,SHEFFIELD CITY GP HC (WIC)
Y02567,HODGE HILL FAMILY PRACTICE
Y02571,POPLAR PRIMARY CARE CENTRE
Y02575,OMNES HEALTHCARE LTD
Y02578,BROADMEAD MEDICAL CENTRE
Y02586,ASHTON GP SERVICE
Y02589,HAMMERSMITH & FULHAM CENTRES FOR HEALTH
Y02591,GTD HEALTHCARE GP SERVICE OOH
Y02594,ESSINGTON MEDICAL CENTRE
Y02605,ACCRINGTON VICTORIA GP PRACTICE
Y02606,FAIRMORE MEDICAL PRACTICE
Y02611,NORTH CHELMSFORD NHS HCC
Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE
Y02622,BLACKFRIARS
Y02625,CARE HOMES MEDICAL PRACTICE
Y02626,THE KEYS FAMILY PRACTICE
Y02627,HARDEN BLAKENALL
Y02628,WALSALL URGENT TREATMENT CENTRE
Y02633,BOW MEDICAL PRACTICE
Y02636,PENNFIELDS MEDICAL CENTRE
Y02639,SPRING HOUSE HEALTH
Y02646,TURNER ROAD SURGERY
Y02648,RICHMOND HOUSE
Y02652,NHS COVENTRY HEALTHCARE & WIC
Y02653,HIGH OAK SURGERY
Y02657,BENTHAM ROAD HEALTH CENTRE
Y02661,JOHN EASTWOOD HOSPICE
Y02663,DROYLSDEN MEDICAL PRACTICE
Y02666,SALISBURY WALK-IN HC
Y02669,CASTLE HEALTH CENTRE
Y02671,THE PRACTICE HEART OF HOUNSLOW
Y02672,THE PRACTICE FELTHAM
Y02674,CAMDEN HEALTH IMPROVEMENT PRACTICE
Y02676,BRIGHTON STATION HEALTH CENTRE
Y02680,PAULTON HOSPITAL MINOR INJURY UNIT
Y02684,QUAYSIDE MEDICAL CENTRE
Y02686,BOWLING GREEN STREET SURGERY
Y02692,THE WEMBLEY PRACTICE
Y02701,GREAT BRIDGE HEALTH CENTRE
Y02707,ST LUKE'S HEALTH CENTRE
Y02713,GUIDE BRIDGE MEDICAL PRACTICE
Y02716,OLDER PEOPLE'S MENTAL HEALTH
Y02718,BIRTLE VIEW MEDICAL PRACTICE
Y02720,THE KINGSWAY PRACTICE
Y02721,KIRKHOLT MEDICAL PRACTICE
Y02722,NAVIGO YOUNG PEOPLE
Y02728,COPD MANAGEMENT TEAM
Y02729,HMP FOSTON HALL
Y02736,SHOWELL PARK HEALTH CENTRE
Y02751,NORWICH PRACTICES HEALTH CENTRE
Y02753,HILL TOP SURGERY
Y02755,ROCK HEALTHCARE LIMITED
Y02757,BILSTON URBAN VILLAGE MEDICAL CENTRE
Y02758,URGENT CARE
Y02759,NORTH LINCS DERMATOLOGY SERVICE
Y02766,BRIGHTON STATION WALK-IN
Y02767,THE HEIGHT GENERAL PRACTICE
Y02769,ST NEOTS HEALTH CENTRE
Y02785,ISLINGTON PCCS
Y02787,THE OAK TREE MEDICAL PRACTICE
Y02790,BOLTON MEDICAL CENTRE
Y02794,OAKLEAF
Y02795,MIDDLETON HEALTH CENTRE
Y02807,THURROCK HEALTH CENTRE
Y02808,MK URGENT CARE SERVICES OOH
Y02811,CATOR MEDICAL CENTRE
Y02824,PELC REDBRIDGE OOH
Y02827,JOHN STREET MEDICAL PRACTICE
Y02837,PDS MEDICAL COMMUNITY SERVICES
Y02842,HALF PENNY STEPS HEALTH CENTRE
Y02847,PARLIAMENT STREET MEDICAL CENTRE
Y02849,CITY HEALTH CENTRE
Y02854,GP LED HEALTH CENTRE
Y02867,MIDDLEPORT MEDICAL CENTRE
Y02869,LCW EALING CCG OOH
Y02873,COMPASS HEALTH
Y02875,LINDLEY HOUSE HEALTH CENTRE
Y02885,MARSH GREEN MEDICAL PRACTICE
Y02886,LEIGH SPORTS VILLAGE
Y02888,ANGLIA COMMUNITY EYE SERVICE
Y02889,WASHWOOD HEATH URGENT CARE CENTRE
Y02890,HAWTHORN MC
Y02893,IRIDIUM MEDICAL PRACTICE
Y02900,BROOKLANDS HEALTH CENTRE
Y02906,CANBERRA OLD OAK SURGERY
Y02928,THE PRACTICE ALBERT ROAD
Y02933,HOLLINWOOD MEDICAL PRACTICE
Y02936,MILLBROOK MEDICAL PRACTICE
Y02946,JUNCTION HEALTH CENTRE
Y02953,HEART OF KENT HOSPICE
Y02960,NEW BANK HEALTH
Y02973,KINGS PARK SURGERY
Y02974,AT MEDICS
Y02986,CRICKLEWOOD HEALTH CENTRE
Y02987,AT MEDICS - THE LOXFORD PRACTICE
Y02989,CARE UK OOH
Y02991,HUC IUC C&P
Y02992,C&P IUC SERVICE DODDINGTON OOH
Y02997,ELFT CHSB COMPLEX CARE TEAM
Y03003,HOSPICE IN THE WEALD
Y03015,COMMUNITY GYNAECOLOGY SERVICE
Y03016,COMMUNITY (SLK) DERMATOLOGY SERVICE
Y03017,FCMS (NW) LTD
Y03018,COMPTON PALLIATIVE CARE TEAM
Y03023,ST ANDREWS HEALTH CENTRE
Y03035,QUEENSWOOD MEDICAL PRACTICE
Y03039,SPECIALIST COMMUNITY DIABETES SERVICE
Y03049,SPRING HILL PRACTICE
Y03052,DR SALAKO AND PARTNERS
Y03060,RLBUHT
Y03062,COMMUNITY OPHTHALMOLOGY TEAM
Y03063,HETHERINGTON AT THE PAVILION
Y03077,ST CHARLES UCC CENTRE WIC
Y03079,BOLTON COMMUNITY PRACTICE
Y03082,PELC HAVERING HW OOH
Y03103,MEDICUS SELECT CARE
Y03105,ASHFORD WIC
Y03121,BANES COPD IMPACT SERVICE
Y03123,HOSPICE PALLIATIVE CARE
Y03124,GRANGE FARM MEDICAL CENTRE
Y03132,COMMUNITY DERMATOLOGY SERVICE NHS H&R
Y03135,BRIDGE HOUSE MEDICAL PRACTICE
Y03139,HMP/YOI ASKHAM GRANGE
Y03142,ACORNS CHILDREN'S HOSPICE
Y03157,HMP/YOI WETHERBY
Y03158,HMP FORD PRISON
Y03193,HMP EASTWOOD PARK
Y03203,FULWOOD HALL HOSPITAL
Y03204,INTERMEDIATE CARE-GP SERVICE
Y03212,HMP WANDSWORTH
Y03222,ST JOHN'S SURGERY
Y03231,COMM GYNAECOLOGY CLINIC2
Y03244,PFSE WALTHAM FOREST DERMATOLOGY SERVICE
Y03249,HMP FEATHERSTONE
Y03267,BIRSTALL DERMATOLOGY GPSI
Y03285,HMP SUDBURY
Y03287,NEWCASTLE DIABETES CENTRE
Y03291,STROKE PATHWAY AND REHABILITATION CENTRE
Y03315,MARY STEVENS DAY HOSPICE
Y03317,EAST SUSSEX DERMATOLOGY SERVICE
Y03327,VIRGIN CARE BLACKPOOL DERMATOLOGY
Y03328,TURNING POINT SMITHFIELD SERVICE
Y03331,SANDWELL (SWBCCG) MALLING HEALTH OOH
Y03358,RAMSAY HEALTHCARE UK
Y03366,OLIVE FAMILY PRACTICE
Y03371,RIPON MINOR INJURY UNIT
Y03385,ST CUTHBERTS HOSPICE
Y03395,ST MARY'S NHS TREATMENT CENTRE
Y03402,EVERGREEN PRIMARY CARE CENTRE
Y03418,CALDERDALE COMMUNITY SERVICES
Y03422,BARNET COPD SERVICE
Y03432,WALSALL UCC - HOSPITAL SITE OOH
Y03434,PATIENT FIRST SOCIAL ENTERPRISE
Y03441,"HEALTH AND WELLBEING CENTRE, EARLS COURT"
Y03448,HMP STOCKEN
Y03450,CONIFER HOUSE SEXUAL HEALTH CLINIC
Y03451,MARIE CURIE SOLIHULL COMMUNITY TEAM
Y03457,COMPTON HOSPICE INPATIENT UNIT
Y03471,ENFIELD COMMUNITY GYNAECOLOGY SERVICE
Y03474,CONSULTANT DERMATOLOGY CLINIC
Y03484,DMC COMMUNITY DERMATOLOGY CLINIC
Y03490,MOUNT STUART HOSPITAL NHS OUTPATIENTS
Y03492,AT HOME SERVICE
Y03500,EVMC DERMATOLOGY CLINIC
Y03504,"UCC, H&F CENTRES FOR HEALTH"
Y03505,MINOR SURGERY SERVICE LIVERPOOL
Y03507,TRAFFORD HEALTH CENTRE WIC
Y03520,OPHTHALMOLOGY-APCOS-JG
Y03539,WLTINTEGRATED COMMUNITY RESPONSE SERVICE
Y03545,HMP RANBY
Y03554,LEODIS COMMUNITY DERMATOLOGY CLINIC
Y03561,CHEVIN MEDICAL CONSULTANCY ENT SERVICE
Y03570,ST CATHERINE'S HOSPICE DAY THERAPY
Y03571,CORBY URGENT CARE CENTRE
Y03580,E/N HERTS AIVHS
Y03584,LLR SAS PROVIDER
Y03595,BEECHCROFT AND OLD PALACE
Y03597,HAMD MEDICAL PRACTICE
Y03598,THE WESTBOURNE CENTRE
Y03602,GREY GABLE SURGERY
Y03608,H-DOCS ON CALL OOH
Y03609,H-DOCS ON CALL OOH
Y03610,H-DOCS ON CALL OOH
Y03616,GP@ THE GROVE
Y03617,INTEGRATED RESPIRATORY SERVICE
