practice_code,icb_code,year_month,practice_name,antibiotic_items,antibiotic_quantity,antibiotic_nic,total_all_items,abx_rate_per_1000,cost_per_item,cost_per_quantity
P82607,QOP,202511,CROMPTON VIEW SURGERY,138,5111,603.77,8537,16.16492913201359,4.3751449275362315,0.11813148111915477
P82609,QOP,202511,SHANTI MEDICAL CENTRE,334,5714,1166.7900000000002,8850,37.74011299435029,3.493383233532935,0.20419845992299615
P82613,QOP,202511,SPRING VIEW MEDICAL CENTRE,161,5774,898.63,9247,17.4110522331567,5.5815527950310555,0.15563387599584344
P82616,QOP,202511,BEEHIVE SURGERY,126,2045,371.0099999999999,4831,26.081556613537572,2.9445238095238087,0.18142298288508552
P82624,QOP,202511,ORIENT HOUSE MEDICAL CENTRE,158,1965,500.6700000000001,5351,29.52719117921884,3.168797468354431,0.254793893129771
P82625,QOP,202511,CHARLOTTE STREET SURGERY,47,876,310.76,2647,17.75595013222516,6.611914893617021,0.35474885844748855
P82626,QOP,202511,HALLIWELL SURGERY 3,72,1658,370.64,9462,7.609384908053266,5.147777777777778,0.22354644149577804
P82627,QOP,202511,CORNERSTONE SURGERY,137,1840,1330.6300000000003,6417,21.34954028362163,9.71262773722628,0.7231684782608697
P82629,QOP,202511,DR S NASEEF,67,1729,175.98000000000002,3229,20.74945803654382,2.6265671641791046,0.10178137651821864
P82633,QOP,202511,GREAT LEVER ONE,91,2007,458.63000000000005,5275,17.251184834123222,5.03989010989011,0.22851519681116095
P82634,QOP,202511,WYRESDALE ROAD SURGERY,187,3313,641.06,7054,26.50978168415084,3.428128342245989,0.19349833987322668
P82640,QOP,202511,AL FAL MEDICAL GROUP,125,2898,850.4800000000004,9926,12.593189603062664,6.803840000000003,0.2934713595583162
P82643,QOP,202511,BROMLEY MEADOWS SURGERY,238,5671,1245.9999999999998,8058,29.535864978902953,5.235294117647058,0.2197143360959266
P82652,QOP,202511,FARNWORTH FAMILY PRACTICE,208,1981,1493.38,7636,27.239392352016765,7.179711538461539,0.7538515901060071
P82660,QOP,202511,DEANE CLINIC 1,167,1461,503.69,6395,26.11415168100078,3.0161077844311377,0.344757015742642
P83001,QOP,202511,FAIRFAX GROUP PRACTICE,325,6697,2543.6000000000004,16156,20.116365436989355,7.8264615384615395,0.3798118560549501
P83004,QOP,202511,THE UPLANDS MEDICAL PRACTICE,155,2783,1504.1499999999996,12725,12.180746561886052,9.704193548387094,0.5404779015450951
P83005,QOP,202511,TOWNSIDE SURGERY,158,5309,1556.5199999999998,8023,19.693381528106695,9.85139240506329,0.29318515728009037
P83006,QOP,202511,RAMSBOTTOM MEDICAL PRACTICE,172,4292,985.76,12031,14.29640096417588,5.731162790697675,0.2296738117427773
P83007,QOP,202511,RADCLIFFE MEDICAL PRACTICE,363,6736,2141.880000000001,17915,20.262349986045212,5.900495867768597,0.3179750593824229
P83009,QOP,202511,BLACKFORD HOUSE MEDICAL CENTRE,300,5622,1244.8900000000003,15720,19.083969465648856,4.149633333333335,0.22143187477765924
P83010,QOP,202511,MONARCH MEDICAL CENTRE,161,2244,503.7300000000002,6298,25.563671006668784,3.1287577639751563,0.22447860962566857
P83011,QOP,202511,UNSWORTH MEDICAL CENTRE,249,7328,1440.19,12661,19.666692994234264,5.783895582329317,0.19653247816593888
P83012,QOP,202511,TOWER FAMILY HEALTHCARE,1235,16045,9825.249999999996,81452,15.162304179148457,7.955668016194329,0.612355874104082
P83015,QOP,202511,RIBBLESDALE MEDICAL PRACTICE,184,3656,2383.9599999999996,12636,14.561570117125672,12.956304347826086,0.6520678336980306
P83017,QOP,202511,WOODBANK SURGERY,195,5517.5,2123.8499999999995,10324,18.88802789616428,10.89153846153846,0.3849297689170819
P83021,QOP,202511,PEEL GPS,342,4748,1574.4600000000005,17315,19.75166041004909,4.603684210526317,0.33160488626790235
P83024,QOP,202511,KNOWSLEY MEDICAL CENTRE,164,2301,1835.34,8643,18.97489297697559,11.19109756097561,0.7976271186440679
P83025,QOP,202511,ST GABRIEL'S MEDICAL CENTRE,228,6545,901.2700000000002,8047,28.33354044985709,3.952938596491229,0.13770359052711997
P83027,QOP,202511,GREYLAND MEDICAL CENTRE,79,1053,261.75000000000006,2946,26.81602172437203,3.313291139240507,0.24857549857549863
P83603,QOP,202511,RED BANK GROUP PRACTICE,317,6146,1937.08,17263,18.362972832068586,6.1106624605678235,0.3151773511226814
P83605,QOP,202511,WHITTAKER LANE MED CENTRE,191,2823,1074.62,11248,16.980796586059746,5.626282722513088,0.3806659582004958
P83608,QOP,202511,THE ELMS MEDICAL CENTRE,266,7012,1490.2800000000002,12154,21.8857989139378,5.602556390977444,0.2125328009127211
P83609,QOP,202511,THE BIRCHES MEDICAL CENTRE,93,2282,843.47,5088,18.278301886792452,9.06956989247312,0.3696187554776512
P83611,QOP,202511,WALMERSLEY ROAD MEDICAL PRACTICE,87,1309,412.8299999999999,5017,17.341040462427745,4.745172413793102,0.31537815126050417
P83612,QOP,202511,MILE LANE HEALTH CENTRE,161,2407,1893.2700000000004,11370,14.160070360598066,11.759440993788823,0.7865683423348568
P83620,QOP,202511,GARDEN CITY MEDICAL CENTRE,185,3048,896.96,9146,20.227421823748085,4.848432432432433,0.2942782152230971
P83621,QOP,202511,HUNTLEY MOUNT MEDICAL CENTRE,58,1052,291.77000000000004,4755,12.197686645636171,5.030517241379311,0.2773479087452472
P83623,QOP,202511,LONGFIELD MEDICAL PRACTICE,159,5432,1485.7799999999993,5945,26.74516400336417,9.344528301886788,0.27352356406480105
P84004,QOP,202511,FIVE OAKS FAMILIY PRACTICE,521,3548,842.5499999999998,14763,35.29093002777213,1.6171785028790784,0.23747181510710255
P84005,QOP,202511,VALLANCE MEDICAL,173,3104,761.35,6028,28.69940278699403,4.400867052023122,0.24528028350515463
P84009,QOP,202511,AILSA CRAIG MEDICAL CENTRE,249,5649,761.3899999999998,14376,17.320534223706176,3.0577911646586338,0.13478314745972733
P84010,QOP,202511,THE BORCHARDT MEDICAL CENTRE,443,6831,1889.2700000000004,16688,26.546021093000956,4.264717832957111,0.2765729761381936
P84012,QOP,202511,NORTHENDEN GROUP PRACTICE,272,4193,2419.6500000000005,17545,15.502992305500143,8.895772058823532,0.577068924397806
P84014,QOP,202511,RK MEDICAL PRACTICE,396,6312,2286.0899999999992,14159,27.96807684158486,5.772954545454543,0.3621815589353611
P84016,QOP,202511,LEVENSHULME MEDICAL PRACTICE,343,5696,2017.83,14079,24.3625257475673,5.882886297376093,0.35425386235955053
P84017,QOP,202511,LADYBARN GROUP PRACTICE,376,5201,2892.100000000001,20288,18.533123028391167,7.691755319148938,0.5560661411267066
P84018,QOP,202511,MAULDETH MEDICAL CENTRE,86,1938,592.9099999999999,4644,18.51851851851852,6.8943023255813936,0.30593911248710004
P84019,QOP,202511,VALENTINE MEDICAL CENTRE,395,6745,4417.2,21924,18.01678525816457,11.182784810126584,0.6548851000741289
P84020,QOP,202511,PEEL HALL MEDICAL CENTRE,357,4974,1118.1700000000003,21687,16.46147461612948,3.132128851540617,0.22480297547245684
P84021,QOP,202511,THE MAPLES MEDICAL CENTRE,365,5229,2001.2500000000005,18918,19.2937942700074,5.4828767123287685,0.3827213616370243
P84022,QOP,202511,KINGSWAY MEDICAL PRACTICE,228,3403,1891.99,13020,17.51152073732719,8.298201754385966,0.555977079047899
P84023,QOP,202511,SURREY LODGE PRACTICE,310,3411,1632.7200000000005,9544,32.48113998323554,5.26683870967742,0.4786631486367635
P84024,QOP,202511,BOWLAND MEDICAL PRACTICE,679,6146,3143.089999999999,20296,33.45486795427671,4.628998527245948,0.511404165310771
P84025,QOP,202511,ST GEORGE'S MEDICAL CENTRE,231,6629,803.7299999999999,14848,15.557650862068966,3.479350649350649,0.1212445316035601
P84026,QOP,202511,DICKENSON ROAD MEDICAL CENTRE,293,5277,1402.7700000000002,16641,17.60711495703383,4.787610921501707,0.26582717453098353
P84027,QOP,202511,WEST POINT MEDICAL CENTRE,151,2431,871.9099999999999,12200,12.377049180327868,5.774238410596025,0.358663101604278
P84028,QOP,202511,GORTON MEDICAL CENTRE,177,4732,795.13,16649,10.631269145294011,4.49225988700565,0.16803254437869822
P84029,QOP,202511,BENCHILL MEDICAL PRACTICE,911,7946,3847.53,29170,31.230716489544054,4.2234138309549945,0.48420966524037246
P84030,QOP,202511,NEW COLLEGIATE MEDICAL CENTRE,327,7590,4070.23,19133,17.09089008519312,12.447186544342506,0.536262187088274
P84032,QOP,202511,DRS HANIF &  BANNURU,199,3046,515.87,10334,19.256822140507065,2.592311557788945,0.16935981615233092
P84033,QOP,202511,BEACON MEDICAL CENTRE,244,3351,754.0600000000002,9744,25.04105090311987,3.0904098360655743,0.2250253655625187
P84034,QOP,202511,BARLOW MEDICAL CENTRE,525,10207,2671.7200000000003,17963,29.22674386238379,5.088990476190476,0.26175369844224555
P84035,QOP,202511,BODEY MEDICAL CENTRE,576,6261,2774.7999999999997,24525,23.486238532110093,4.8173611111111105,0.4431879891391151
P84037,QOP,202511,ARDWICK MEDICAL PRACTICE,223,3025,797.6200000000001,9158,24.350294824197423,3.576771300448431,0.26367603305785126
P84038,QOP,202511,ASHVILLE SURGERY,333,7899,1666.0999999999992,19706,16.898406576677154,5.003303303303301,0.2109254335991897
P84039,QOP,202511,THE RANGE MEDICAL CENTRE,196,5037,1171.2600000000002,14284,13.721646597591713,5.975816326530613,0.23253126861226925
P84040,QOP,202511,CONRAN MEDICAL CENTRE,280,4453,976.2299999999998,14553,19.24001924001924,3.4865357142857136,0.2192297327644284
P84041,QOP,202511,CORNERSTONE FAMILY PRACTICE,225,4059,611.9699999999998,11875,18.947368421052634,2.719866666666666,0.15076866223207683
P84042,QOP,202511,FLORENCE HOUSE MEDICAL PRACTICE,321,4220,2733.7999999999997,17271,18.586069133229113,8.51651090342679,0.64781990521327
P84043,QOP,202511,CORNISHWAY GROUP PRACTICE,341,7103,2505.580000000001,21028,16.216473273730262,7.3477419354838736,0.3527495424468536
P84045,QOP,202511,THE PARK MEDICAL CENTRE,305,5353,1382.09,12219,24.961126115066698,4.53144262295082,0.2581898001120867
P84046,QOP,202511,CHEETHAM HILL MEDICAL CENTRE,865,6780,4445.32,32118,26.931938476866556,5.139098265895953,0.6556519174041298
P84047,QOP,202511,ALL SAINTS MEDICAL CENTRE,241,4527,1944.9399999999996,12636,19.07249129471352,8.070290456431534,0.4296311022752374
P84048,QOP,202511,TREGENNA GROUP PRACTICE,310,4289,1737.6399999999996,16562,18.717546190073666,5.605290322580644,0.405138726975985
P84049,QOP,202511,THE AVENUE MEDICAL CENTRE,498,7239,3143.49,23973,20.77337004129646,6.312228915662651,0.43424368006630754
P84050,QOP,202511,MOUNT ROAD SURGERY,141,4019,1491.8600000000004,11440,12.325174825174823,10.580567375886528,0.3712017914904206
P84051,QOP,202511,EASTLANDS MEDICAL CENTRE,290,4803,2194.34,11255,25.766326077298977,7.566689655172414,0.4568686237768062
P84052,QOP,202511,WEST GORTON MEDICAL PRACTICE,300,4314,4030.250000000001,15106,19.85965841387528,13.43416666666667,0.9342257765414932
P84053,QOP,202511,ASHCROFT SURGERY,213,2714,1418.9800000000002,13506,15.770768547312304,6.661877934272302,0.5228371407516582
P84054,QOP,202511,WHITLEY ROAD MEDICAL CENTRE,204,5928,1340.0500000000002,15598,13.078599820489806,6.568872549019609,0.22605431848852903
P84056,QOP,202511,PRINCESS ROAD SURGERY,126,2108,511.3800000000001,7881,15.987818804720211,4.05857142857143,0.24259013282732453
P84059,QOP,202511,LIME SQUARE MEDICAL CENTRE,405,7023,1593.5000000000002,14185,28.55128657032076,3.9345679012345687,0.2268973373202335
P84061,QOP,202511,BROOKLANDS MEDICAL PRACTICE,406,4527,979.4600000000004,13794,29.43308684935479,2.4124630541871928,0.21635962005743323
P84064,QOP,202511,NEW ISLINGTON MEDICAL CENTRE,295,4132,1054.4000000000003,12695,23.237495076801892,3.574237288135595,0.25517909002904177
P84065,QOP,202511,CHURCH VIEW MEDICAL CENTRE,182,3459,584.1,7045,25.83392476933996,3.2093406593406595,0.16886383347788378
P84066,QOP,202511,DAVID MEDICAL CENTRE,431,4591,1448.3099999999993,16670,25.854829034193163,3.3603480278422255,0.3154672184709212
P84067,QOP,202511,HAZELDENE MEDICAL CENTRE,408,7821,1648.1900000000014,22431,18.189113280727565,4.0396813725490235,0.21073903592890952
P84068,QOP,202511,CHORLTON FAMILY PRACTICE,863,10797,4146.090000000001,28072,30.742376745511542,4.8042757821552735,0.3840038899694361
P84070,QOP,202511,NEWTON HEATH MEDICAL CENTRE,443,5074,1507.8599999999994,12955,34.19529139328445,3.40374717832957,0.29717382735514375
P84071,QOP,202511,WILBRAHAM SURGERY,166,4731,767.4200000000005,7086,23.42647473892182,4.623012048192774,0.1622109490593956
P84072,QOP,202511,THE ROBERT DARBISHIRE PRACTICE,686,6870,3021.249999999999,22084,31.063213186017027,4.404154518950436,0.4397743813682677
P84074,QOP,202511,WELLFIELD MEDICAL CENTRE,387,5900,1552.5099999999993,17691,21.875529930473125,4.011653746770024,0.2631372881355931
P84605,QOP,202511,FERNCLOUGH SURGERY,42,1347,181.31,3704,11.339092872570196,4.316904761904762,0.13460282108389013
P84611,QOP,202511,BRUNSWICK MEDICAL PRACTICE,310,4372,1382.6799999999998,8462,36.634365398251006,4.460258064516129,0.31625800548947847
P84626,QOP,202511,WILMSLOW ROAD SURGERY,113,2520,339.92999999999995,9613,11.754915218974306,3.0082300884955746,0.13489285714285712
P84630,QOP,202511,THE ARCH MEDICAL PRACTICE,416,5312,1368.6,15293,27.201987837572744,3.289903846153846,0.2576430722891566
P84635,QOP,202511,THE WHITSWOOD PRACTICE,116,6557,816.6300000000002,7312,15.864332603938731,7.03991379310345,0.1245432362360836
P84637,QOP,202511,DR KHAN'S PRACTICE,238,1622,909.78,7694,30.933194697166623,3.8226050420168063,0.5609001233045622
P84639,QOP,202511,FALLOWFIELD MEDICAL CENTRE,111,2076,306.83000000000004,4905,22.629969418960243,2.7642342342342348,0.14779865125240849
P84644,QOP,202511,PARKSIDE SURGERY,185,5463,1608.37,12195,15.170151701517014,8.693891891891893,0.29441149551528467
P84645,QOP,202511,PARK VIEW MEDICAL CENTRE,258,3763,1063.25,11318,22.795546916416328,4.121124031007752,0.28255381344671804
P84650,QOP,202511,THE ALEXANDRA PRACTICE,86,2676,1951.13,10307,8.343843989521684,22.68755813953489,0.7291218236173393
P84651,QOP,202511,NORTHERN MOOR MEDICAL PRACTICE,193,5392,1875.77,10796,17.876991478325305,9.719015544041453,0.3478801928783383
P84663,QOP,202511,THE NEVILLE FAMILY CENTRE,162,2974,1862.33,8028,20.179372197309416,11.495864197530864,0.6262037659717552
P84665,QOP,202511,WITHINGTON MEDICAL PRACTICE,168,1973,618.3899999999999,4775,35.183246073298434,3.680892857142856,0.3134262544348707
P84669,QOP,202511,CORNBROOK MEDICAL PRACTICE,379,6354,2128.75,16821,22.531359610011297,5.616754617414248,0.33502518098835377
P84672,QOP,202511,WOODLANDS MEDICAL PRACTICE,172,3183,683.4,7689,22.369618936142544,3.973255813953488,0.21470311027332703
P84673,QOP,202511,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,423,4846,2678.8299999999995,15275,27.692307692307693,6.332931442080377,0.5527919933966157
P84678,QOP,202511,DIDSBURY MEDICAL CENTRE - DR WHITAKER,414,9070,2166.5699999999997,17196,24.07536636427076,5.233260869565217,0.23887210584343987
P84679,QOP,202511,WILLOWBANK SURGERY,73,1517,309.2499999999999,3211,22.73435066957334,4.236301369863012,0.2038562953197099
P84683,QOP,202511,THE DOC'S SURGERY,215,2893,890.2900000000002,6073,35.402601679565294,4.140883720930233,0.3077393708952645
P84684,QOP,202511,CRUMPSALL MEDICAL PRACTICE,169,3720,866.2600000000003,11044,15.302426657008333,5.125798816568049,0.23286559139784951
P84689,QOP,202511,MANCHESTER INTEGRATIVE MEDICAL PRACTICE,371,5593,3449.730000000001,20143,18.418309090006453,9.29846361185984,0.6167942070445201
P84690,QOP,202511,DAM HEAD MEDICAL CENTRE,72,2087,738.3900000000001,5494,13.10520567892246,10.255416666666669,0.35380450407283187
P85002,QOP,202511,ST MARY'S MEDICAL CENTRE,176,5960,1545.34,13157,13.376909629854833,8.78034090909091,0.25928523489932886
P85003,QOP,202511,THE CHOWDHURY PRACTICE,152,3825,399.49999999999994,8832,17.21014492753623,2.62828947368421,0.10444444444444442
P85004,QOP,202511,CHADDERTON MEDICAL PRACTICE,292,3525,1783.74,11410,25.591586327782647,6.1086986301369866,0.5060255319148936
P85005,QOP,202511,LEESBROOK SURGERY,533,8920,2791.7299999999987,17008,31.338193791157103,5.23776735459662,0.3129742152466366
P85007,QOP,202511,OLDHAM FAMILY PRACTICE,214,3810,785.7800000000003,8336,25.671785028790783,3.671869158878506,0.20624146981627303
P85010,QOP,202511,WOODLANDS MEDICAL PRACTICE,392,6603,1746.4400000000005,30543,12.834364666208296,4.455204081632655,0.26449189762229297
P85011,QOP,202511,CH MEDICAL PRACTICE,674,10274,3547.8700000000013,23566,28.600526181787323,5.263902077151337,0.34532509246642024
P85012,QOP,202511,OLDHAM MEDICAL SERVICES,450,4707,920.2600000000002,8975,50.13927576601671,2.0450222222222227,0.19550881665604425
P85013,QOP,202511,THE ROYTON & CROMPTON FAMILY PRACTICE,902,8370,6517.519999999999,41610,21.67748137466955,7.225631929046561,0.7786762246117083
P85014,QOP,202511,HOPWOOD HOUSE MEDICAL PRACTICE,237,5980,899.0700000000002,9655,24.54686690833765,3.793544303797469,0.15034615384615388
P85015,QOP,202511,ALEXANDRA GROUP MED PRACT,246,6044,1519.7199999999998,12139,20.265260729878904,6.1777235772357715,0.2514427531436135
P85016,QOP,202511,SADDLEWORTH MEDICAL PRACTICE,453,6432,2441.22,20042,22.602534677177925,5.389006622516556,0.3795429104477612
P85017,QOP,202511,OAK GABLES MEDICAL PRACTICE,465,5276,3473.8099999999995,19716,23.58490566037736,7.470559139784945,0.6584173616376041
P85018,QOP,202511,MD FAMILY PRACTICE,126,4512,913.2099999999996,7503,16.79328268692523,7.24769841269841,0.20239583333333327
P85019,QOP,202511,ROYTON MEDICAL CENTRE,389,4022,1245.1300000000003,13916,27.953434895084794,3.200848329048844,0.309579811039284
P85020,QOP,202511,SPRINGFIELD HOUSE,395,2532,1927.78,14853,26.59395408335017,4.8804556962025325,0.7613665086887836
P85021,QOP,202511,GREENBANK MEDICAL PRACTICE,455,8498,2229.2199999999993,17184,26.478119180633147,4.899384615384614,0.262322899505766
P85022,QOP,202511,LEES MEDICAL PRACTICE,105,2943,645.6600000000002,7146,14.693534844668346,6.149142857142859,0.21938837920489304
P85026,QOP,202511,QUAYSIDE MEDICAL PRACTICE,596,7743,2961.5600000000004,28045,21.251559992868604,4.969060402684565,0.382482242025055
P85601,QOP,202511,JALAL PRACTICE,147,1856,304.33000000000004,5290,27.788279773156894,2.070272108843538,0.1639709051724138
P85605,QOP,202511,LITTLETOWN FAMILY MED PRACT,323,6671,1614.4,11839,27.28270968831827,4.998142414860681,0.24200269824614
P85606,QOP,202511,MOORSIDE MEDICAL PRACTICE,157,5738,1489.2900000000009,10708,14.661935001867764,9.485923566878986,0.25954862321366345
P85608,QOP,202511,PERKINS PRACTICE,129,2870,659.9599999999998,7124,18.10780460415497,5.11596899224806,0.22995121951219505
P85610,QOP,202511,MEDLOCK MEDICAL PRACTICE,386,5221,1705.66,17329,22.27479946909804,4.41880829015544,0.3266922045585137
P85612,QOP,202511,WERNETH MEDICAL PRACTICE,81,2301,297.9,5464,14.824304538799415,3.6777777777777776,0.12946544980443284
P85614,QOP,202511,VILLAGE MEDICAL PRACTICE,103,2265,321.73999999999995,7637,13.486971323818254,3.123689320388349,0.14204856512141278
P85615,QOP,202511,KAPUR FAMILY CARE,512,8725,2806.5899999999997,19486,26.275274556091553,5.481621093749999,0.3216722063037249
P85622,QOP,202511,GLODWICK MEDICAL PRACTICE,226,5325,1524.590000000001,16387,13.791420028071032,6.745973451327438,0.2863079812206575
P86001,QOP,202511,MILNROW VILLAGE PRACTICE,257,5846,2129.6999999999994,11095,23.16358720144209,8.286770428015561,0.3643003763256927
P86002,QOP,202511,DR GWD BHIMA,48,2170,200.9399999999999,2590,18.53281853281853,4.1862499999999985,0.0925990783410138
P86003,QOP,202511,EDENFIELD ROAD SURGERY,345,5497,2538.0899999999992,16368,21.077712609970675,7.35678260869565,0.4617227578679278
P86004,QOP,202511,PETERLOO MEDICAL CENTRE,473,6690,4114.26,15339,30.83643001499446,8.698224101479916,0.6149865470852018
P86005,QOP,202511,YORKSHIRE ST SURGERY,340,5338,1160.12,11544,29.452529452529458,3.4121176470588237,0.2173323342075684
P86006,QOP,202511,ASHWORTH STREET SURGERY,554,11658,2701.7099999999996,26269,21.08949712588983,4.876732851985559,0.23174729799279464
P86007,QOP,202511,WELLFIELD HEALTH CENTRE,739,10252,3783.4499999999994,23872,30.95676943699732,5.119688768606224,0.3690450643776824
P86008,QOP,202511,MARK STREET SURGERY,290,7297,1545.15,13730,21.12163146394756,5.328103448275861,0.2117514046868576
P86009,QOP,202511,CASTLETON HEALTH CENTRE,408,9960,1894.939999999999,19364,21.070026853955795,4.644460784313723,0.19025502008032116
P86010,QOP,202511,THE JUNCTION SURGERY,201,4554,1281.62,12252,16.405484818805096,6.376218905472636,0.28142731664470794
P86011,QOP,202511,LONGFORD STREET MEDICAL CENTRE,420,3383,2476.1900000000005,15857,26.48672510563158,5.895690476190477,0.7319509311262195
P86012,QOP,202511,WOODSIDE MEDICAL CENTRE,240,4760,1008.3599999999994,15068,15.927794000530929,4.201499999999998,0.2118403361344537
P86013,QOP,202511,HEALEY SURGERY,203,3088,1066.3399999999997,8599,23.6073962088615,5.2529064039408855,0.3453173575129533
P86014,QOP,202511,CROFT SHIFA HEALTH CENTRE,340,7300,1697.5499999999995,13369,25.43196948163662,4.992794117647057,0.2325410958904109
P86015,QOP,202511,ROCHDALE ROAD MEDICAL CENTRE,151,4206,998.6099999999996,8469,17.82973196363207,6.613311258278143,0.23742510699001415
P86016,QOP,202511,HEYWOOD HEALTH,204,4953,2127.2800000000007,14826,13.759611493322542,10.427843137254904,0.4294932364223704
P86017,QOP,202511,INSPIRE MEDICAL CENTRE,110,2789,486.56,6688,16.44736842105263,4.423272727272727,0.17445679455001792
P86018,QOP,202511,LITTLEBOROUGH GROUP PRACTICE,210,4918,2017.8500000000008,12964,16.19870410367171,9.608809523809528,0.4102989019926801
P86019,QOP,202511,DURNFORD MEDICAL CENTRE,381,6358,2097.04,20633,18.4655648718073,5.504041994750656,0.3298269896193772
P86021,QOP,202511,PENNINE SURGERY,100,2404,612.49,6660,15.015015015015017,6.1249,0.25477953410981696
P86022,QOP,202511,STONEFIELD STREET SURGERY,220,7522,1976.88,13397,16.421586922445325,8.985818181818182,0.26281308162722683
P86023,QOP,202511,HOPWOOD MEDICAL CENTRE,246,4953,1581.7000000000007,12945,19.003476245654692,6.42967479674797,0.31934181304260056
P86026,QOP,202511,THE DAWES FAMILY PRACTICE,306,5296,1444.7100000000005,11088,27.597402597402596,4.721274509803923,0.2727926737160121
P86602,QOP,202511,HEADY HILL SURGERY,125,2284,410.28,6593,18.95950250265433,3.2822400000000003,0.1796322241681261
P86606,QOP,202511,FAMILY PRACTICE,200,4161,2924.6799999999994,9990,20.02002002002002,14.623399999999997,0.7028791155972121
P86608,QOP,202511,THE VILLAGE MEDICAL CTR.,191,2039,1353.4,6011,31.775079021793378,7.08586387434555,0.6637567435017165
P86609,QOP,202511,THE DALE MEDICAL PRACTICE,71,1512,1465.8200000000002,3458,20.532099479467902,20.645352112676058,0.969457671957672
P86614,QOP,202511,DR A HAMID,266,6223,1294.72,5407,49.19548733123728,4.867368421052632,0.20805399325084364
P86619,QOP,202511,DR MB GHAFOOR & PARTNERS,319,4707,922.5100000000004,8692,36.700414173953064,2.8918808777429477,0.1959868281283196
P86620,QOP,202511,WINDERMERE SURGERY,52,1125,773.1300000000001,4428,11.743450767841011,14.867884615384618,0.6872266666666668
P86621,QOP,202511,SPRINGHILL HOSPICE,2,56,4.1,36,55.55555555555555,2.05,0.0732142857142857
P86624,QOP,202511,TRINITY MEDICAL CENTRE,145,3527,1147.99,7401,19.59194703418457,7.917172413793104,0.32548624893677347
P87002,QOP,202511,THE POPLARS MEDICAL PRACTICE,414,4475,2905.53,20147,20.548965106467467,7.018188405797102,0.6492804469273743
P87004,QOP,202511,1/SALFORD MEDICAL PRACTICE,296,5404,963.6499999999996,11113,26.635471969765145,3.255574324324323,0.17832161361954102
P87008,QOP,202511,WALKDEN MEDICAL CENTRE,465,8398,3036.059999999999,16647,27.932960893854748,6.529161290322579,0.3615217909025958
P87015,QOP,202511,PENDLETON MEDICAL CENTRE,150,3094,857.3699999999999,10716,13.997760358342664,5.715799999999999,0.2771073044602456
P87016,QOP,202511,THE SIDES MEDICAL PRACTICE,534,5490,4980.99,19393,27.535708760893105,9.327696629213484,0.9072841530054644
P87017,QOP,202511,THE LIMES MEDICAL PRACTICE,164,3716,511.97000000000014,10406,15.760138381702864,3.1217682926829275,0.13777448869752426
P87019,QOP,202511,SILVERDALE MEDICAL PRACTICE,710,7744,3826.61,27986,25.36982777102837,5.389591549295774,0.4941386880165289
P87020,QOP,202511,ST ANDREWS MEDICAL CENTRE,650,6380,2043.6899999999985,30505,21.307982297983937,3.1441384615384593,0.32032758620689633
P87022,QOP,202511,MOCHA PARADE MEDICAL PRACTICE,44,1071,114.37999999999998,3917,11.233086545825888,2.599545454545454,0.106797385620915
P87024,QOP,202511,3/SPRINGFIELD HOUSE MEDICAL PRACTICE,352,6032,1391.7000000000005,21670,16.243654822335028,3.953693181818183,0.23071949602122024
P87025,QOP,202511,THE LAKES MEDICAL PRACTICE,421,7115,6001.410000000003,18558,22.685634227826274,14.255130641330172,0.8434869992972597
P87026,QOP,202511,NEWBURY GREEN MEDICAL PRACTICE,394,7234,1733.77,27018,14.582870678806724,4.400431472081218,0.23966961570362175
P87027,QOP,202511,LANGWORTHY MEDICAL PRACTICE,463,5825,3030.27,21522,21.512870551064022,6.544859611231101,0.520218025751073
P87028,QOP,202511,THE GILL MEDICAL PRACTICE,393,7274,1867.51,17443,22.53052800550364,4.751933842239185,0.2567376959032169
P87032,QOP,202511,ORIENT ROAD MEDICAL PRACTICE,207,2529,694.5000000000002,11201,18.480492813141684,3.355072463768117,0.27461447212336904
P87035,QOP,202511,ORDSALL HEALTH SURGERY,175,2450,1800.21,12498,14.002240358457351,10.286914285714284,0.7347795918367347
P87040,QOP,202511,SORREL BANK MEDICAL PRACTICE,336,4591,1166.6100000000004,20816,16.14142966948501,3.4720535714285723,0.25410803746460475
P87610,QOP,202511,THE MOSSLANDS MEDICAL PRACTICE,262,4400,3701.9299999999994,25871,10.127169417494493,14.129503816793893,0.8413477272727271
P87613,QOP,202511,CLEGGS LANE MEDICAL PRACTICE/129,208,5000,692.4399999999998,7836,26.544155181214904,3.3290384615384605,0.13848799999999997
P87620,QOP,202511,1/MONTON MEDICAL PRACTICE,304,5254,1279.6200000000003,15823,19.212538709473552,4.209276315789475,0.2435515797487629
P87624,QOP,202511,ELLENBROOK MEDICAL CENTRE,234,2903,447.0100000000001,6965,33.59655419956927,1.9102991452991456,0.15398208749569411
P87625,QOP,202511,DEARDEN AVENUE MEDICAL PRACTICE,67,2126,267.3200000000001,6482,10.336315951866707,3.989850746268658,0.12573847601128885
P87627,QOP,202511,ORCHARD MEDICAL PRACTICE,104,1210,299.5,4074,25.52773686794305,2.8798076923076925,0.2475206611570248
P87630,QOP,202511,CHERRY MEDICAL PRACTICE,92,2638,603.4,7628,12.060828526481384,6.558695652173912,0.2287338893100834
P87634,QOP,202511,CLARENDON SURGERY,387,4236,1364.45,15875,24.377952755905515,3.5257105943152456,0.32210812086874413
